episode,state
0,"[82.8584226, 79.0251224]"
1,"[71.6425693, 153.514208]"
2,"[141.676248, 127.057846]"
3,"[80.9923988, 123.693772]"
4,"[44.4172587, 88.9155388]"
5,"[45.7584482, 40.3232931]"
6,"[67.7823773, 57.8188103]"
7,"[199.382041, 207.08175]"
8,"[124.077093, 167.716945]"
9,"[40.3677262, 39.603309]"
10,"[46.9545288, 51.0107611]"
11,"[160.517764, 167.55949]"
12,"[91.7958532, 84.2819052]"
13,"[55.8772476, 41.028862]"
14,"[117.677396, 73.8710959]"
15,"[190.34144, 130.841978]"
16,"[158.461609, 338.220322]"
17,"[134.720236, 284.621]"
18,"[54.5247113, 52.5600409]"
19,"[45.7108514, 83.3854934]"
20,"[42.8671374, 41.8579474]"
21,"[50.6290796, 52.4657377]"
22,"[43.1130312, 85.9322088]"
23,"[83.0842021, 83.3491501]"
24,"[122.641322, 116.705204]"
25,"[87.1996097, 171.965148]"
26,"[47.6164815, 48.6851223]"
27,"[65.4652833, 81.7700633]"
28,"[57.5480671, 66.6242328]"
29,"[49.7874099, 47.7001819]"
30,"[40.4608879, 41.023877]"
31,"[121.833157, 96.785062]"
32,"[55.9022806, 119.997033]"
33,"[99.7938209, 100.102435]"
34,"[47.554503, 49.8793873]"
35,"[96.4458653, 83.4001241]"
36,"[81.9260892, 173.108889]"
37,"[51.1406068, 94.8558605]"
38,"[85.0334479, 86.1933501]"
39,"[106.011296, 141.8633]"
40,"[50.1071327, 50.7058501]"
41,"[50.6934583, 93.1122611]"
42,"[68.3326313, 54.7446003]"
43,"[54.7433241, 50.1338605]"
44,"[128.313896, 122.279062]"
45,"[53.8603671, 52.0839182]"
46,"[42.4131016, 47.9280145]"
47,"[69.7241405, 62.3096182]"
48,"[48.9222485, 49.0853533]"
49,"[81.1650907, 117.235341]"
50,"[59.664767, 131.85801]"
51,"[410.395849, 406.377266]"
52,"[430.185376, 427.681404]"
53,"[421.423722, 415.696365]"
54,"[432.213945, 429.266132]"
55,"[78.5030082, 72.8591426]"
56,"[77.3307469, 78.6539619]"
57,"[135.668586, 184.559055]"
58,"[80.7003591, 79.8896283]"
59,"[152.430339, 111.301211]"
60,"[185.847992, 161.724129]"
61,"[171.695369, 174.082358]"
62,"[110.131557, 93.7961965]"
63,"[46.6928068, 47.4484457]"
64,"[68.5385226, 45.2381637]"
65,"[110.473276, 126.864936]"
66,"[163.09498, 143.162407]"
67,"[115.33559, 126.241892]"
68,"[60.8986124, 57.1505218]"
69,"[133.143278, 99.6442029]"
70,"[61.5196285, 80.4888141]"
71,"[121.784198, 87.7840847]"
72,"[49.9370142, 50.3184611]"
73,"[137.456134, 192.962853]"
74,"[127.001831, 118.006221]"
75,"[82.8281211, 78.2072485]"
76,"[137.563933, 193.237081]"
77,"[96.7437442, 88.5033929]"
78,"[182.779216, 195.292263]"
79,"[198.194378, 178.055957]"
80,"[148.283227, 243.563258]"
81,"[197.195338, 150.459605]"
82,"[287.264809, 206.920946]"
83,"[211.447932, 244.911009]"
84,"[120.669533, 126.831867]"
85,"[178.148426, 173.049578]"
86,"[121.172944, 125.354978]"
87,"[94.7649117, 84.3189238]"
88,"[79.3708699, 73.1636734]"
89,"[52.3900635, 77.1579296]"
90,"[107.215706, 138.105644]"
91,"[276.66823, 159.465034]"
92,"[292.748347, 162.964809]"
93,"[185.386479, 205.300434]"
94,"[191.405674, 415.052431]"
95,"[133.987103, 258.550258]"
96,"[82.6040984, 73.6378993]"
97,"[124.605528, 106.256015]"
98,"[98.7673182, 170.036163]"
99,"[131.155465, 130.942893]"
100,"[161.414123, 165.501145]"
101,"[102.296261, 105.13775]"
102,"[257.374558, 140.323769]"
103,"[125.059538, 121.658931]"
104,"[92.3216954, 88.8274182]"
105,"[56.9621669, 66.7711889]"
106,"[74.163466, 67.6057406]"
107,"[84.751621, 84.0064184]"
108,"[52.3871253, 62.0525612]"
109,"[56.0260965, 83.3988837]"
110,"[43.9481259, 45.0436749]"
111,"[60.7497374, 51.6055198]"
112,"[78.1068094, 85.0443049]"
113,"[84.1856671, 78.9894742]"
114,"[122.63874, 131.345454]"
115,"[128.752928, 101.272321]"
116,"[52.6975289, 66.7981971]"
117,"[73.6885189, 45.3481032]"
118,"[66.0970092, 61.9516602]"
119,"[85.2437694, 80.2656878]"
120,"[106.985861, 82.285158]"
121,"[64.3056559, 69.9270924]"
122,"[89.2274045, 102.506976]"
123,"[172.959846, 132.146731]"
124,"[91.5102032, 94.4176037]"
125,"[141.483107, 150.421476]"
126,"[148.086616, 124.561319]"
127,"[57.0481781, 54.7948247]"
128,"[40.3871411, 42.3037697]"
129,"[138.92654, 138.203031]"
130,"[83.9232817, 80.4194872]"
131,"[56.1311941, 53.7965477]"
132,"[253.687111, 203.287379]"
133,"[197.280136, 188.12895]"
134,"[79.5670526, 83.3444499]"
135,"[48.6124624, 48.6091801]"
136,"[57.1007522, 59.7543981]"
137,"[48.3935892, 50.7408038]"
138,"[45.7337416, 58.5629382]"
139,"[45.0345338, 45.7365505]"
140,"[112.199802, 89.1787672]"
141,"[117.265828, 112.853395]"
142,"[51.3253554, 56.719845]"
143,"[137.827277, 135.075343]"
144,"[83.6055223, 86.0243372]"
145,"[41.9920449, 42.4558799]"
146,"[70.5923931, 42.089548]"
147,"[146.71655, 165.583232]"
148,"[97.6873426, 103.561079]"
149,"[125.3181, 100.021093]"
150,"[78.4857786, 58.5015619]"
151,"[190.785802, 166.025032]"
152,"[107.940426, 109.450707]"
153,"[71.8922158, 58.6620122]"
154,"[125.142331, 85.2092181]"
155,"[67.2022768, 70.661561]"
156,"[104.635753, 100.453912]"
157,"[55.3996017, 54.3644927]"
158,"[46.7893758, 55.7732497]"
159,"[178.958708, 174.978083]"
160,"[131.965249, 129.323311]"
161,"[55.3780581, 54.103485]"
162,"[117.116943, 114.916368]"
163,"[116.605217, 98.4356864]"
164,"[89.0782632, 92.1231984]"
165,"[51.0473286, 51.8182698]"
166,"[41.1401644, 40.2101088]"
167,"[68.4738109, 65.8124327]"
168,"[142.330003, 129.285193]"
169,"[80.8569881, 83.5782125]"
170,"[42.0922459, 43.8831086]"
171,"[117.1384, 115.954808]"
172,"[57.2904414, 60.6480287]"
173,"[52.9124618, 54.5329555]"
174,"[61.3871651, 64.024117]"
175,"[58.2353146, 60.4229248]"
176,"[53.5624248, 52.0410934]"
177,"[107.976214, 110.421479]"
178,"[83.9865839, 78.5941038]"
179,"[130.525657, 114.56258]"
180,"[112.515216, 102.670285]"
181,"[58.6095133, 55.9714274]"
182,"[62.9709968, 69.0820338]"
183,"[100.751672, 97.1271021]"
184,"[51.8488354, 56.097127]"
185,"[50.925974, 50.4666886]"
186,"[63.5873919, 59.8257942]"
187,"[140.049086, 130.73796]"
188,"[90.0474328, 96.933367]"
189,"[139.93709, 147.51794]"
190,"[172.889859, 177.616402]"
191,"[109.376064, 100.326428]"
192,"[117.906023, 134.661429]"
193,"[88.8903371, 73.9085843]"
194,"[103.956484, 139.788789]"
195,"[155.608572, 132.010317]"
196,"[106.50955, 104.075378]"
197,"[55.5100444, 51.2270497]"
198,"[91.9857158, 104.459199]"
199,"[127.280092, 126.37063]"
200,"[83.6287606, 94.8047438]"
201,"[115.265717, 103.659476]"
202,"[148.153322, 138.498529]"
203,"[98.8335124, 127.837656]"
204,"[49.8309077, 49.9903438]"
205,"[54.2594262, 56.8210475]"
206,"[229.781733, 175.870791]"
207,"[86.9362394, 91.9709919]"
208,"[57.9046494, 55.8071786]"
209,"[125.690003, 123.60653]"
210,"[117.051587, 117.59672]"
211,"[89.8588186, 91.9089908]"
212,"[75.5312684, 89.0499208]"
213,"[124.627797, 122.244591]"
214,"[151.001778, 165.172905]"
215,"[85.1454098, 84.6209465]"
216,"[178.510505, 168.355811]"
217,"[169.853066, 159.043405]"
218,"[87.9350332, 94.1919647]"
219,"[95.9926576, 103.265655]"
220,"[139.418827, 129.668413]"
221,"[111.683568, 120.869267]"
222,"[171.520831, 186.688044]"
223,"[122.338059, 128.350397]"
224,"[122.167916, 120.363828]"
225,"[172.021042, 130.404958]"
226,"[60.4994813, 57.2354434]"
227,"[58.2715553, 56.0704527]"
228,"[68.506872, 75.7032233]"
229,"[54.7339453, 56.8069073]"
230,"[99.5672867, 95.1870132]"
231,"[57.7510593, 59.756799]"
232,"[56.1243801, 61.6370035]"
233,"[60.3671272, 57.7233888]"
234,"[45.9378842, 47.5417645]"
235,"[66.2893653, 47.2744754]"
236,"[71.673422, 69.3121376]"
237,"[155.327888, 170.157886]"
238,"[116.377721, 111.75836]"
239,"[50.4468585, 50.513368]"
240,"[53.6263427, 56.2181424]"
241,"[81.2062738, 114.792039]"
242,"[71.4650466, 73.1147286]"
243,"[181.016957, 231.309193]"
244,"[119.137679, 126.974763]"
245,"[118.170677, 117.496912]"
246,"[106.065538, 110.383868]"
247,"[185.607903, 179.242198]"
248,"[189.63252, 193.212518]"
249,"[194.111771, 192.54053]"
250,"[184.873619, 189.273295]"
251,"[191.766786, 187.871662]"
252,"[168.543312, 174.786365]"
253,"[113.674747, 119.306243]"
254,"[118.526885, 116.742761]"
255,"[140.161522, 134.798175]"
256,"[203.400613, 206.983201]"
257,"[137.626557, 141.685225]"
258,"[172.92107, 156.837368]"
259,"[150.656241, 157.148111]"
260,"[136.249254, 105.033091]"
261,"[118.147023, 66.5823071]"
262,"[128.607306, 120.179154]"
263,"[70.6320174, 65.7494799]"
264,"[135.604006, 127.090059]"
265,"[99.4534675, 99.0910565]"
266,"[222.130672, 197.15582]"
267,"[197.53595, 162.442523]"
268,"[152.290409, 165.381391]"
269,"[346.139962, 207.806667]"
270,"[106.803856, 107.353329]"
271,"[186.103082, 180.143821]"
272,"[179.115716, 181.910169]"
273,"[128.613084, 136.639271]"
274,"[134.995511, 126.14851]"
275,"[141.653386, 150.583165]"
276,"[90.1534107, 86.8977244]"
277,"[90.576858, 92.2241333]"
278,"[63.6397297, 54.8286504]"
279,"[47.3010006, 46.15638]"
280,"[137.319239, 175.200027]"
281,"[68.7207027, 69.4535955]"
282,"[182.958869, 91.5615209]"
283,"[151.665842, 175.820588]"
284,"[167.991806, 162.346031]"
285,"[159.06326, 151.705621]"
286,"[171.56649, 163.592857]"
287,"[185.71161, 181.993488]"
288,"[201.279843, 187.550935]"
289,"[167.062884, 164.650874]"
290,"[173.159388, 172.139673]"
291,"[201.68296, 192.759391]"
292,"[189.636543, 183.226525]"
293,"[189.143098, 183.374611]"
294,"[204.369722, 192.101684]"
295,"[209.929651, 195.869369]"
296,"[152.286259, 151.538387]"
297,"[188.231708, 184.339151]"
298,"[204.985594, 190.116313]"
299,"[174.985279, 159.924644]"
300,"[186.378575, 188.470417]"
301,"[172.078956, 171.444231]"
302,"[171.359645, 169.901281]"
303,"[126.797717, 129.000899]"
304,"[140.586128, 132.009073]"
305,"[203.109567, 158.63975]"
306,"[127.282548, 127.722835]"
307,"[94.119731, 49.9878183]"
308,"[42.3448586, 47.0909553]"
309,"[153.136425, 225.284634]"
310,"[136.359917, 135.632686]"
311,"[152.466929, 148.336648]"
312,"[83.1244077, 96.8566128]"
313,"[136.289183, 152.497149]"
314,"[183.369157, 192.885862]"
315,"[202.604075, 194.96985]"
316,"[164.113279, 171.279799]"
317,"[195.771973, 200.48138]"
318,"[188.125443, 195.623795]"
319,"[201.695647, 197.899724]"
320,"[201.711344, 206.240032]"
321,"[179.354854, 185.767266]"
322,"[204.933994, 198.031615]"
323,"[203.329431, 206.142393]"
324,"[196.76064, 197.89801]"
325,"[200.400434, 202.983492]"
326,"[183.476719, 186.80229]"
327,"[228.440896, 198.519272]"
328,"[195.474117, 199.278569]"
329,"[162.662919, 170.22995]"
330,"[190.987834, 190.013149]"
331,"[195.776612, 198.732051]"
332,"[202.394231, 205.064675]"
333,"[188.027674, 194.561986]"
334,"[199.464715, 207.873991]"
335,"[90.6459276, 99.1788396]"
336,"[173.628656, 187.209786]"
337,"[189.445462, 189.890539]"
338,"[189.019225, 179.940607]"
339,"[199.047676, 200.433172]"
340,"[187.53175, 190.83581]"
341,"[185.688433, 191.718785]"
342,"[259.883345, 205.298677]"
343,"[190.172606, 187.489249]"
344,"[193.774165, 208.825792]"
345,"[196.388117, 207.229806]"
346,"[108.796461, 114.97004]"
347,"[86.645434, 51.2812879]"
348,"[109.127899, 118.195692]"
349,"[123.779231, 133.165284]"
350,"[92.9475243, 95.4377536]"
351,"[192.07667, 175.693675]"
352,"[83.6227857, 87.1865547]"
353,"[196.874202, 170.079666]"
354,"[144.095883, 118.55964]"
355,"[55.6992483, 57.2062003]"
356,"[168.474145, 164.15844]"
357,"[98.086746, 105.202388]"
358,"[185.324409, 196.577393]"
359,"[90.9362088, 93.7069942]"
360,"[84.5378398, 86.1599462]"
361,"[83.1275235, 87.8016067]"
362,"[81.5329063, 66.3668227]"
363,"[67.2129696, 66.6059853]"
364,"[103.998742, 111.099986]"
365,"[72.1026696, 68.3777594]"
366,"[113.243918, 121.647009]"
367,"[108.589769, 98.9699899]"
368,"[60.2502338, 57.5670837]"
369,"[179.039371, 118.406944]"
370,"[52.4107355, 52.9270309]"
371,"[61.1150579, 61.4587528]"
372,"[101.830281, 105.124962]"
373,"[86.7077196, 82.9008251]"
374,"[72.0111349, 98.4695578]"
375,"[129.634854, 134.970054]"
376,"[109.712509, 103.021955]"
377,"[126.783445, 125.306957]"
378,"[151.007214, 147.971282]"
379,"[95.1667847, 94.7170371]"
380,"[157.328395, 102.479338]"
381,"[63.934185, 64.268394]"
382,"[102.369224, 104.875746]"
383,"[199.366404, 186.953056]"
384,"[102.389605, 107.377561]"
385,"[134.33486, 130.832683]"
386,"[207.387848, 184.408588]"
387,"[102.825432, 109.928295]"
388,"[102.253257, 104.015236]"
389,"[87.4874758, 86.057708]"
390,"[71.4645585, 74.3270503]"
391,"[131.650203, 143.597472]"
392,"[186.386198, 222.795628]"
393,"[185.505668, 191.720385]"
394,"[189.732618, 199.990675]"
395,"[227.248548, 209.980621]"
396,"[181.223238, 185.883951]"
397,"[197.139519, 202.829472]"
398,"[203.634456, 204.873236]"
399,"[216.957726, 187.811918]"
400,"[197.808733, 224.74712]"
401,"[158.476752, 166.169756]"
402,"[136.096715, 137.939881]"
403,"[168.848403, 164.88158]"
404,"[182.277123, 186.415455]"
405,"[197.16282, 203.615621]"
406,"[223.526374, 204.368232]"
407,"[197.273045, 200.789092]"
408,"[208.647522, 206.791723]"
409,"[206.579892, 205.147876]"
410,"[215.186784, 205.249121]"
411,"[177.483282, 184.581869]"
412,"[177.021393, 185.036901]"
413,"[151.892559, 161.040751]"
414,"[183.213221, 200.160779]"
415,"[108.792213, 108.225134]"
416,"[77.8390629, 72.4744175]"
417,"[136.6307, 136.534255]"
418,"[218.404089, 206.145078]"
419,"[199.484552, 201.476766]"
420,"[220.020767, 204.911832]"
421,"[207.794173, 201.285595]"
422,"[231.505404, 202.097692]"
423,"[201.694976, 204.90834]"
424,"[117.579901, 117.654136]"
425,"[131.813757, 131.681168]"
426,"[80.0303986, 81.2244762]"
427,"[124.406076, 121.750858]"
428,"[93.4351317, 93.3402004]"
429,"[125.258422, 120.562667]"
430,"[82.2078366, 85.3142781]"
431,"[165.606409, 156.033798]"
432,"[162.130425, 170.382341]"
433,"[199.243079, 175.287913]"
434,"[167.204611, 178.893477]"
435,"[197.967324, 196.096167]"
436,"[183.24309, 186.461885]"
437,"[144.246267, 142.573201]"
438,"[125.682538, 122.605236]"
439,"[98.2941573, 98.5881863]"
440,"[70.451346, 71.7315896]"
441,"[132.375997, 136.644205]"
442,"[101.569723, 114.205805]"
443,"[90.6675975, 92.427366]"
444,"[95.0043905, 94.5692049]"
445,"[131.092992, 142.539675]"
446,"[172.465315, 180.696267]"
447,"[182.417386, 191.748714]"
448,"[179.314033, 183.437345]"
449,"[159.6549, 153.328706]"
450,"[154.060229, 137.328501]"
451,"[161.338565, 162.872032]"
452,"[145.114835, 147.466104]"
453,"[139.621449, 128.500323]"
454,"[149.651406, 158.65011]"
455,"[192.48684, 195.187024]"
456,"[131.148213, 127.506691]"
457,"[115.864642, 111.697185]"
458,"[60.6544492, 63.3694568]"
459,"[82.3653977, 80.34461]"
460,"[143.793202, 122.173676]"
461,"[168.199161, 144.321517]"
462,"[97.9852251, 92.9464453]"
463,"[79.774772, 76.0018467]"
464,"[146.582983, 145.531801]"
465,"[196.318056, 196.9017]"
466,"[191.029082, 190.048667]"
467,"[193.005302, 198.566284]"
468,"[167.272676, 174.324151]"
469,"[186.396361, 193.898498]"
470,"[190.114293, 192.955311]"
471,"[171.281716, 178.036801]"
472,"[226.813864, 205.395445]"
473,"[165.388428, 163.360982]"
474,"[186.190329, 199.95472]"
475,"[177.170727, 183.865012]"
476,"[199.628469, 208.264066]"
477,"[142.53295, 150.351947]"
478,"[115.931848, 114.266109]"
479,"[93.8245628, 97.2720524]"
480,"[52.9304722, 50.8420749]"
481,"[57.1993273, 55.5860884]"
482,"[82.4592416, 81.7415469]"
483,"[102.131009, 96.3336552]"
484,"[100.075285, 96.8169425]"
485,"[107.266382, 106.280747]"
486,"[56.9133378, 56.5838071]"
487,"[203.386748, 180.380928]"
488,"[177.680077, 186.53523]"
489,"[201.266693, 200.87772]"
490,"[145.858127, 151.004561]"
491,"[109.56206, 104.416145]"
492,"[56.6437386, 58.337842]"
493,"[172.282244, 174.354633]"
494,"[103.036556, 109.772205]"
495,"[169.11246, 118.987377]"
496,"[71.3077844, 74.2497121]"
497,"[79.6512052, 75.8703553]"
498,"[67.471922, 69.1119514]"
499,"[180.818421, 157.567103]"
